Ê±¼ä,Å¤Á¦
2017_10_28_15_11_30_5,46,51,57,53,42,34,32,40,46,51,53,51,48,48,46,46,46,48,48,48,51,51,53,55,55,55,55,55,53,53,53,55,55,55,55,55,55,57,57,57,57,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,57,57,55,55,55,51,51,48,48,48,48,48,48,48,51,51,51,53,53,55,55,57,57,57,57,57,57,57,57,59,59,59,59,61,61,61,59,59,59,59,59,59,59,59,59,61,61,61,63,63,63,63,63,63,63,65,65,67,67,67,67,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,67,67,67,67,70,70,70,65,65,63,63,63,59,59,57,57,57,59,59,61,61,67,67,74,74,74,82,84,91,93,101,101,110,110,110,120,120,131,131,143,143,156,156,156,167,167,181,181,198,198,221,221,253,289,289,327,327,361,361,390,390,424,424,454,454,485,517,517,549,549,574,574,589,597,605,616,595,131,127,127,127,127,127,127,127,127,127,129,129,129,129,127,127,124,124,122,120,120,118,118,118,118,118,118,118,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_10_28_15_11_35_891,38,53,57,55,48,42,38,44,48,51,51,51,51,53,53,53,55,55,55,55,57,57,57,57,59,59,59,59,61,61,61,63,63,63,63,61,61,59,59,61,61,63,63,67,67,72,72,76,76,78,78,82,82,86,86,97,97,97,116,116,139,139,167,167,194,226,226,266,266,308,308,348,388,388,426,426,464,464,504,540,542,570,584,584,591,605,595,65,65,65,65,67,67,67,74,74,76,76,74,74,72,72,70,65,65,63,63,61,61,61,61,63,65,65,65,65,67,67,67,67,67,67,67,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_10_28_15_11_41_771,53,53,72,70,61,44,42,44,46,46,51,57,61,61,61,61,61,61,61,59,59,59,59,61,65,65,67,67,70,70,70,70,70,72,72,72,72,72,72,72,74,74,74,76,76,76,76,76,76,76,76,76,76,76,74,74,70,70,65,65,65,61,61,57,57,57,53,53,48,48,48,44,44,44,44,44,46,46,46,46,46,46,46,48,48,51,51,51,53,53,53,53,53,53,53,51,51,46,46,46,44,44,44,44,44,42,42,40,40,40,40,40,40,40,40,40,40,40,40,42,42,44,44,44,44,44,44,44,44,44,44,40,40,38,38,38,38,38,38,38,38,38,38,40,40,42,42,42,44,44,44,44,44,46,46,48,48,51,51,51,53,53,53,53,51,51,51,48,48,46,46,46,46,46,48,48,53,53,53,57,57,61,61,63,63,63,65,65,65,65,65,67,67,67,67,72,72,72,76,76,78,78,82,82,82,82,82,82,82,82,82,82,80,80,82,82,82,86,86,93,93,101,101,112,112,112,127,127,139,139,154,154,169,169,183,183,200,200,219,219,240,240,266,266,293,293,323,323,357,357,394,394,437,483,483,525,525,559,580,580,591,597,605,614,595,110,112,112,114,114,116,116,116,116,116,116,116,114,114,114,114,112,112,110,110,110,112,112,112,112,112,112,114,114,114,114,114,110,110,110,110,108,108,108,105,105,105,105,101,101,99,99,99,99,99,99,99,97,97,97,97,95,95,95,95,95,95,95,97,97,97,97,95,93,93,91,91,91,91,89,89,89,89,89,89,89,91,91,93,93,95,93,93,93,93,91,91,91,91,89,86,86,89,89,89,89,91,91,93,93,93,95,95,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_10_28_15_11_48_8,61,74,80,76,61,55,53,53,53,53,55,59,63,67,67,67,65,61,61,59,59,59,59,61,63,63,65,65,67,65,65,65,65,63,63,63,63,61,61,61,61,61,61,65,65,72,72,74,74,72,72,70,70,70,70,70,67,67,70,70,70,72,72,74,74,74,72,72,67,67,67,61,61,61,61,61,61,61,63,63,63,63,63,63,63,63,63,65,65,65,63,63,59,59,59,55,55,51,51,51,48,48,48,48,48,48,48,48,48,51,51,51,51,51,53,53,53,51,51,48,48,48,48,48,48,48,48,48,48,48,48,51,51,53,53,53,53,53,51,51,51,48,48,48,48,46,46,46,44,44,44,44,44,44,44,46,46,48,48,48,48,48,48,48,48,48,48,46,46,46,46,46,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,42,42,42,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,42,42,42,42,42,42,42,42,42,40,40,40,38,38,38,38,38,38,38,38,38,42,42,46,46,46,48,48,48,48,48,48,48,46,46,44,44,44,44,44,42,42,42,42,42,42,42,44,44,44,46,46,46,46,51,51,51,51,51,51,51,51,51,51,46,46,46,46,46,44,44,44,44,44,48,48,53,53,57,57,57,59,59,59,59,59,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,59,59,59,61,61,65,65,70,70,70,72,72,78,78,80,80,80,84,84,91,91,97,97,97,103,103,112,112,120,120,131,131,131,146,146,156,156,167,167,173,173,183,183,183,196,196,211,211,228,228,245,245,264,264,278,278,302,302,323,323,342,342,342,361,361,375,375,394,394,418,418,445,445,477,508,508,542,542,570,570,586,586,593,599,603,610,618,597,595,156,154,154,156,156,158,158,158,158,158,158,158,156,156,152,152,150,150,150,152,152,156,156,158,158,158,160,160,160,160,160,160,156,156,154,154,152,152,152,152,152,152,152,158,158,158,160,160,158,158,158,158,156,156,154,150,150,150,150,148,148,148,148,148,152,152,152,152,154,154,154,154,154,152,152,152,152,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_10_28_15_11_53_889,48,44,57,59,59,55,48,46,42,40,40,44,51,57,57,61,61,57,57,53,51,51,51,48,48,48,51,51,55,59,59,61,61,61,61,59,59,59,59,59,59,59,59,59,59,59,59,59,59,61,61,63,63,63,65,65,67,67,67,67,67,67,67,65,65,65,61,61,55,55,55,53,53,55,55,61,61,61,70,70,76,76,84,84,84,89,89,95,95,99,99,99,103,103,114,114,131,131,156,156,190,230,230,272,272,319,367,367,416,418,466,506,506,534,534,546,546,546,540,540,540,519,519,498,498,498,483,483,483,483,483,492,492,511,511,536,536,561,561,576,576,578,578,574,574,574,568,568,563,563,563,557,557,551,551,551,540,540,540,527,527,519,519,519,517,517,517,517,515,515,515,515,515,517,517,517,521,521,527,527,536,536,544,544,544,549,549,555,555,563,563,563,570,570,576,576,580,580,580,584,584,586,586,589,589,589,591,591,593,593,595,595,597,597,599,599,601,601,603,603,605,605,608,610,610,612,614,616,622,624,605,595,86,86,86,86,89,89,89,89,89,89,89,89,89,89,89,86,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_10_28_15_12_0_194,40,44,53,51,46,40,32,36,40,44,46,46,46,46,46,44,46,46,46,44,44,44,42,42,42,44,44,44,48,48,53,57,57,57,57,53,53,51,51,48,48,51,51,51,51,51,51,51,51,51,51,51,53,53,55,55,55,55,55,55,55,55,55,53,53,53,48,48,42,42,42,36,36,34,34,34,34,34,36,36,36,38,38,40,40,42,42,42,46,46,46,46,48,48,48,48,48,48,48,48,44,44,42,42,42,40,40,40,40,40,40,40,42,42,42,42,42,44,44,48,48,51,51,51,51,51,48,48,48,46,46,46,46,46,46,46,46,46,51,51,55,55,55,61,61,65,65,67,67,67,70,70,70,70,70,70,70,72,72,78,78,84,84,84,95,95,103,103,116,116,124,124,124,131,131,139,139,150,150,162,162,162,177,177,192,192,207,207,226,226,249,249,276,276,310,310,346,384,384,424,424,462,462,494,496,527,557,557,578,578,589,597,603,608,618,595,595,127,129,131,131,129,129,127,127,127,127,127,124,124,124,124,124,124,127,127,127,129,129,133,133,133,133,131,131,129,127,127,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_10_28_15_12_6_70,321,156,285,392,422,456,464,464,492,515,542,561,572,576,589,597,595,595,72,72,74,78,78,82,84,84,84,86,86,86,86,89,89,91,89,89,84,84,78,78,72,72,67,67,70,70,70,74,74,80,80,82,82,84,84,84,84,84,82,82,82,82,82,82,80,78,78,78,78,80,80,84,86,86,89,89,89,89,89,89,89,89,89,86,86,86,86,84,84,84,86,86,89,89,93,93,93,93,93,91,91,89,89,86,86,86,86,86,89,89,89,89,93,93,95,95,97,97,97,95,95,95,95,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_10_28_15_12_12_473,59,53,70,70,61,55,51,51,51,51,55,59,61,63,65,65,65,63,63,63,63,63,63,63,65,65,67,67,70,74,74,76,76,78,78,78,78,76,76,74,74,74,74,72,72,70,70,70,70,70,70,70,70,70,70,70,72,72,76,76,76,78,78,78,78,78,74,74,63,63,63,55,55,51,51,51,51,51,51,51,53,53,53,55,55,55,55,57,57,57,57,57,57,57,57,55,55,51,51,51,44,44,42,42,42,42,42,44,44,46,46,46,48,48,51,51,51,51,51,51,51,48,48,48,46,46,40,40,40,38,38,38,38,38,38,38,40,40,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,40,40,40,38,38,38,38,38,38,38,38,38,40,40,40,40,40,42,42,44,44,44,44,44,46,46,46,46,46,44,44,42,42,42,44,44,44,44,44,44,44,48,48,53,53,57,57,57,61,61,61,61,65,65,65,70,70,74,74,78,78,78,84,84,91,91,99,99,99,110,110,118,120,131,131,148,148,162,162,179,179,194,194,194,211,211,228,228,249,249,274,274,304,304,331,331,359,386,386,411,411,439,439,470,470,513,513,553,578,578,591,597,603,610,595,76,78,78,78,78,78,76,76,76,76,74,74,72,72,72,72,72,72,72,72,72,72,74,74,74,74,76,76,76,78,78,78,78,80,80,78,78,78,76,76,76,76,78,78,80,80,82,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,82,82,82,84,84,86,86,89,91,91,91,91,91,91,91,91,89,89,86,86,86,84,84,86,86,86,89,89,93,93,95,95,97,97,97,95,95,95,95,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_10_28_15_12_18_683,48,46,51,44,44,44,44,44,44,42,42,44,46,46,48,51,53,55,55,57,55,55,55,55,55,55,55,55,55,55,57,57,57,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,61,61,63,63,63,63,63,65,65,65,65,65,65,65,63,63,63,59,59,51,51,51,46,46,44,44,44,44,44,46,46,51,51,51,55,55,59,59,59,59,59,59,59,55,55,55,53,53,48,48,48,48,48,46,46,46,46,46,48,48,51,51,51,53,53,55,55,55,55,55,55,55,55,55,55,53,53,53,53,53,53,53,53,53,53,53,53,53,53,55,55,57,57,57,59,59,59,59,59,57,57,53,53,53,48,48,44,44,40,40,40,42,42,42,42,42,44,44,46,46,51,51,51,53,53,53,53,53,51,51,46,46,44,44,44,44,44,44,44,44,46,46,46,46,48,48,48,51,51,53,53,53,53,53,53,53,53,53,53,55,55,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,61,61,65,65,74,74,74,82,84,97,97,114,114,137,137,167,167,200,238,240,278,278,314,314,344,344,373,373,403,437,437,477,477,515,515,551,574,574,584,586,593,599,603,614,595,76,76,76,76,76,76,76,74,76,76,74,72,72,70,70,67,67,67,67,67,67,67,67,67,67,67,67,67,65,67,67,65,65,63,63,63,63,63,63,61,63,63,63,63,63,63,63,63,63,63,63,65,65,65,65,65,65,65,67,67,65,65,67,67,65,67,67,67,67,67,67,70,70,70,72,72,74,74,74,74,72,72,70,72,72,72,72,72,72,74,76,76,76,76,76,76,74,74,76,76,76,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017_10_28_15_12_24_826,36,44,51,51,51,44,42,40,38,38,40,44,48,51,51,53,53,53,53,53,55,55,55,55,55,57,57,57,59,61,61,61,61,65,65,65,65,67,67,70,70,72,72,72,72,74,74,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,74,74,74,67,67,59,59,59,55,55,53,53,55,55,55,61,61,74,74,91,91,110,110,122,122,122,131,131,137,137,146,146,154,154,154,167,167,181,181,200,200,219,219,240,240,266,266,295,295,323,323,352,352,380,382,413,449,449,487,487,525,525,559,580,580,593,599,605,612,595,89,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,84,84,84,82,82,80,80,78,78,74,74,74,74,72,72,72,72,72,74,74,74,76,76,74,74,72,72,72,72,67,67,65,63,63,63,63,65,65,65,65,70,70,70,72,72,70,70,72,72,70,67,67,65,65,65,65,65,65,65,67,67,67,67,67,67,70,70,70,72,72,70,70,72,72,70,70,67,67,67,67,67,70,70,72,74,74,76,76,76,76,76,76,76,76,76,76,76,78,0,0,0,0,0,0,0,0
2017_10_28_15_12_30_796,38,34,42,42,40,40,40,40,40,38,36,38,38,38,40,46,48,51,51,46,46,46,46,44,44,44,48,48,51,51,53,55,55,55,55,55,55,57,57,57,57,59,59,59,59,59,59,59,59,59,59,59,59,59,63,63,67,67,74,74,74,78,78,78,78,78,74,74,65,65,65,59,59,55,55,55,55,55,57,57,61,61,70,70,70,78,78,86,86,89,89,89,86,86,84,84,84,82,82,82,82,84,84,84,89,89,95,95,105,105,105,114,114,122,122,129,129,133,133,133,143,143,154,154,171,171,194,194,230,281,281,338,399,399,447,449,487,519,519,549,549,570,570,584,593,593,605,599,595,59,61,61,61,61,59,59,59,59,59,61,61,61,61,59,59,59,59,59,61,61,63,63,61,61,61,63,63,65,65,65,65,65,65,63,63,63,65,65,65,65,65,65,65,65,65,65,65,67,65,67,67,70,70,70,70,70,72,72,72,74,74,74,74,74,74,74,74,72,72,72,72,72,72,72,74,74,76,78,78,78,78,80,80,80,80,78,76,76,76,76,76,76,76,76,76,76,76,76,76,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
